model,action,turn,proportion,ci_low,ci_high
gpt-4o-mini,2.B,7,6.0,2.7786123963188176,12.476815445895921
gpt-4o-mini,2.B,8,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o-mini,2.B,9,9.0,4.807254000256514,16.226212852716312
gpt-4o-mini,2.B,10,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,11,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,12,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,13,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,2.B,14,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,15,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,16,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.B,17,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,18,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.B,19,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,20,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,21,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,22,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.B,23,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.B,24,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.B,25,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.B,26,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.B,27,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,28,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,29,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.B,30,2.0,0.550196755016235,7.0011790728543914
o1,2.B,1,6.0,2.7786123963188176,12.476815445895921
o1,2.B,2,3.0,1.0254524024038911,8.451936429052763
o1,2.B,3,18.0,11.700225498946347,26.667358386300734
o1,2.B,4,12.0,6.999406437019489,19.81209942671142
o1,2.B,5,4.0,1.5663303991547604,9.837071435887923
o1,2.B,6,6.0,2.7786123963188176,12.476815445895921
o1,2.B,7,9.0,4.807254000256514,16.226212852716312
o1,2.B,8,7.000000000000001,3.4319261067272664,13.749514739073504
o1,2.B,9,9.0,4.807254000256514,16.226212852716312
o1,2.B,10,7.000000000000001,3.4319261067272664,13.749514739073504
o1,2.B,11,4.0,1.5663303991547604,9.837071435887923
o1,2.B,12,6.0,2.7786123963188176,12.476815445895921
o1,2.B,13,4.0,1.5663303991547604,9.837071435887923
o1,2.B,14,6.0,2.7786123963188176,12.476815445895921
o1,2.B,15,2.0,0.550196755016235,7.0011790728543914
o1,2.B,16,3.0,1.0254524024038911,8.451936429052763
o1,2.B,17,14.000000000000002,8.526343659939132,22.13718821096384
o1,2.B,18,3.0,1.0254524024038911,8.451936429052763
o1,2.B,19,2.0,0.550196755016235,7.0011790728543914
o1,2.B,20,4.0,1.5663303991547604,9.837071435887923
o1,2.B,21,4.0,1.5663303991547604,9.837071435887923
o1,2.B,22,3.0,1.0254524024038911,8.451936429052763
o1,2.B,23,1.0,0.1767432064140647,5.448619617870533
o1,2.B,24,1.0,0.1767432064140647,5.448619617870533
o1,2.B,25,1.0,0.1767432064140647,5.448619617870533
o1,2.B,26,1.0,0.1767432064140647,5.448619617870533
o1,2.B,27,0.0,0.0,3.6993498206985693
o1,2.B,28,2.0,0.550196755016235,7.0011790728543914
o1,2.B,29,0.0,0.0,3.6993498206985693
o1,2.B,30,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,1,5.0,2.1543679154367967,11.175046923191914
o1-mini,2.B,2,17.0,10.89356611405993,25.548004767601128
o1-mini,2.B,3,3.0,1.0254524024038911,8.451936429052763
o1-mini,2.B,4,10.0,5.522913706067508,17.43656615049135
o1-mini,2.B,5,4.0,1.5663303991547604,9.837071435887923
o1-mini,2.B,6,6.0,2.7786123963188176,12.476815445895921
o1-mini,2.B,7,5.0,2.1543679154367967,11.175046923191914
o1-mini,2.B,8,4.0,1.5663303991547604,9.837071435887923
o1-mini,2.B,9,2.0,0.550196755016235,7.0011790728543914
o1-mini,2.B,10,7.000000000000001,3.4319261067272664,13.749514739073504
o1-mini,2.B,11,5.0,2.1543679154367967,11.175046923191914
o1-mini,2.B,12,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,13,2.0,0.550196755016235,7.0011790728543914
o1-mini,2.B,14,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,15,0.0,0.0,3.6993498206985693
o1-mini,2.B,16,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,17,0.0,0.0,3.6993498206985693
o1-mini,2.B,18,0.0,0.0,3.6993498206985693
o1-mini,2.B,19,3.0,1.0254524024038911,8.451936429052763
o1-mini,2.B,20,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,21,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,22,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,23,1.0,0.1767432064140647,5.448619617870533
o1-mini,2.B,24,2.0,0.550196755016235,7.0011790728543914
o1-mini,2.B,25,0.0,0.0,3.6993498206985693
o1-mini,2.B,26,0.0,0.0,3.6993498206985693
o1-mini,2.B,27,0.0,0.0,3.6993498206985693
o1-mini,2.B,28,0.0,0.0,3.6993498206985693
o1-mini,2.B,29,2.0,0.550196755016235,7.0011790728543914
o1-mini,2.B,30,1.0,0.1767432064140647,5.448619617870533
o3-mini,2.B,1,46.0,36.560808309024104,55.735139676631775
o3-mini,2.B,2,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,3,5.0,2.1543679154367967,11.175046923191914
o3-mini,2.B,4,6.0,2.7786123963188176,12.476815445895921
o3-mini,2.B,5,10.0,5.522913706067508,17.43656615049135
o3-mini,2.B,6,3.0,1.0254524024038911,8.451936429052763
o3-mini,2.B,7,5.0,2.1543679154367967,11.175046923191914
o3-mini,2.B,8,1.0,0.1767432064140647,5.448619617870533
o3-mini,2.B,9,6.0,2.7786123963188176,12.476815445895921
o3-mini,2.B,10,3.0,1.0254524024038911,8.451936429052763
o3-mini,2.B,11,0.0,0.0,3.6993498206985693
o3-mini,2.B,12,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,13,3.0,1.0254524024038911,8.451936429052763
o3-mini,2.B,14,3.0,1.0254524024038911,8.451936429052763
o3-mini,2.B,15,1.0,0.1767432064140647,5.448619617870533
o3-mini,2.B,16,2.0,0.550196755016235,7.0011790728543914
o3-mini,2.B,17,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,18,6.0,2.7786123963188176,12.476815445895921
o3-mini,2.B,19,5.0,2.1543679154367967,11.175046923191914
o3-mini,2.B,20,1.0,0.1767432064140647,5.448619617870533
o3-mini,2.B,21,5.0,2.1543679154367967,11.175046923191914
o3-mini,2.B,22,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,23,5.0,2.1543679154367967,11.175046923191914
o3-mini,2.B,24,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,25,2.0,0.550196755016235,7.0011790728543914
o3-mini,2.B,26,3.0,1.0254524024038911,8.451936429052763
o3-mini,2.B,27,4.0,1.5663303991547604,9.837071435887923
o3-mini,2.B,28,1.0,0.1767432064140647,5.448619617870533
o3-mini,2.B,29,2.0,0.550196755016235,7.0011790728543914
o3-mini,2.B,30,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,1,0.0,0.0,3.6993498206985693
QwQ-32B-preview,2.B,2,15.0,9.305985283656629,23.28355959083237
QwQ-32B-preview,2.B,3,15.0,9.305985283656629,23.28355959083237
QwQ-32B-preview,2.B,4,7.000000000000001,3.4319261067272664,13.749514739073504
QwQ-32B-preview,2.B,5,13.0,7.7571674272405104,20.98035144007643
QwQ-32B-preview,2.B,6,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,2.B,7,7.000000000000001,3.4319261067272664,13.749514739073504
QwQ-32B-preview,2.B,8,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,9,7.000000000000001,3.4319261067272664,13.749514739073504
QwQ-32B-preview,2.B,10,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,2.B,11,7.000000000000001,3.4319261067272664,13.749514739073504
QwQ-32B-preview,2.B,12,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,2.B,13,7.000000000000001,3.4319261067272664,13.749514739073504
QwQ-32B-preview,2.B,14,8.0,4.109346148438061,14.998107700948735
QwQ-32B-preview,2.B,15,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,16,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,17,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,2.B,18,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,2.B,19,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,20,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,21,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,22,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,23,4.0,1.5663303991547604,9.837071435887923
QwQ-32B-preview,2.B,24,6.0,2.7786123963188176,12.476815445895921
QwQ-32B-preview,2.B,25,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,26,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,27,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,28,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,29,5.0,2.1543679154367967,11.175046923191914
QwQ-32B-preview,2.B,30,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-7B-instruct,2.B,1,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,2,8.0,4.109346148438061,14.998107700948735
Qwen2.5-7B-instruct,2.B,3,43.0,33.7332985241101,52.78461045078768
Qwen2.5-7B-instruct,2.B,4,11.0,6.254196357064568,18.631296503080318
Qwen2.5-7B-instruct,2.B,5,11.0,6.254196357064568,18.631296503080318
Qwen2.5-7B-instruct,2.B,6,9.0,4.807254000256514,16.226212852716312
Qwen2.5-7B-instruct,2.B,7,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-7B-instruct,2.B,8,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-7B-instruct,2.B,9,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-7B-instruct,2.B,10,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,11,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,12,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,13,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,14,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,15,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,16,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,17,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,18,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,19,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,20,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,21,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,22,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,23,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,24,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,25,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,26,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,27,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,28,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-7B-instruct,2.B,29,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-7B-instruct,2.B,30,2.0,0.550196755016235,7.0011790728543914
Qwen2.5-32B-Instruct,2.B,1,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-32B-Instruct,2.B,2,55.00000000000001,45.24460299744213,64.38546202048802
Qwen2.5-32B-Instruct,2.B,3,27.0,19.269584149576342,36.432116767945
Qwen2.5-32B-Instruct,2.B,4,9.0,4.807254000256514,16.226212852716312
Qwen2.5-32B-Instruct,2.B,5,12.0,6.999406437019489,19.81209942671142
Qwen2.5-32B-Instruct,2.B,6,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,2.B,7,6.0,2.7786123963188176,12.476815445895921
Qwen2.5-32B-Instruct,2.B,8,9.0,4.807254000256514,16.226212852716312
Qwen2.5-32B-Instruct,2.B,9,12.0,6.999406437019489,19.81209942671142
Qwen2.5-32B-Instruct,2.B,10,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,2.B,11,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,2.B,12,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,2.B,13,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,2.B,14,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,2.B,15,18.0,11.700225498946347,26.667358386300734
Qwen2.5-32B-Instruct,2.B,16,5.0,2.1543679154367967,11.175046923191914
Qwen2.5-32B-Instruct,2.B,17,16.0,10.09528848880478,24.420269389270246
Qwen2.5-32B-Instruct,2.B,18,16.0,10.09528848880478,24.420269389270246
Qwen2.5-32B-Instruct,2.B,19,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,2.B,20,17.0,10.89356611405993,25.548004767601128
Qwen2.5-32B-Instruct,2.B,21,12.0,6.999406437019489,19.81209942671142
Qwen2.5-32B-Instruct,2.B,22,9.0,4.807254000256514,16.226212852716312
Qwen2.5-32B-Instruct,2.B,23,11.0,6.254196357064568,18.631296503080318
Qwen2.5-32B-Instruct,2.B,24,16.0,10.09528848880478,24.420269389270246
Qwen2.5-32B-Instruct,2.B,25,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,2.B,26,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,2.B,27,10.0,5.522913706067508,17.43656615049135
Qwen2.5-32B-Instruct,2.B,28,14.000000000000002,8.526343659939132,22.13718821096384
Qwen2.5-32B-Instruct,2.B,29,15.0,9.305985283656629,23.28355959083237
Qwen2.5-32B-Instruct,2.B,30,16.0,10.09528848880478,24.420269389270246
Qwen2.5-72B-instruct,2.B,1,1.0,0.1767432064140647,5.448619617870533
Qwen2.5-72B-instruct,2.B,2,21.0,14.165654061915301,29.979968834089867
Qwen2.5-72B-instruct,2.B,3,57.99999999999999,48.20648670304296,67.20161732564526
Qwen2.5-72B-instruct,2.B,4,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-72B-instruct,2.B,5,10.0,5.522913706067508,17.43656615049135
Qwen2.5-72B-instruct,2.B,6,16.0,10.09528848880478,24.420269389270246
Qwen2.5-72B-instruct,2.B,7,4.0,1.5663303991547604,9.837071435887923
Qwen2.5-72B-instruct,2.B,8,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,2.B,9,10.0,5.522913706067508,17.43656615049135
Qwen2.5-72B-instruct,2.B,10,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-72B-instruct,2.B,11,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-72B-instruct,2.B,12,12.0,6.999406437019489,19.81209942671142
Qwen2.5-72B-instruct,2.B,13,8.0,4.109346148438061,14.998107700948735
Qwen2.5-72B-instruct,2.B,14,9.0,4.807254000256514,16.226212852716312
Qwen2.5-72B-instruct,2.B,15,8.0,4.109346148438061,14.998107700948735
Qwen2.5-72B-instruct,2.B,16,7.000000000000001,3.4319261067272664,13.749514739073504
Qwen2.5-72B-instruct,2.B,17,12.0,6.999406437019489,19.81209942671142
Qwen2.5-72B-instruct,2.B,18,8.0,4.109346148438061,14.998107700948735
Qwen2.5-72B-instruct,2.B,19,3.0,1.0254524024038911,8.451936429052763
Qwen2.5-72B-instruct,2.B,20,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,2.B,21,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,2.B,22,9.0,4.807254000256514,16.226212852716312
Qwen2.5-72B-instruct,2.B,23,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,2.B,24,8.0,4.109346148438061,14.998107700948735
Qwen2.5-72B-instruct,2.B,25,9.0,4.807254000256514,16.226212852716312
Qwen2.5-72B-instruct,2.B,26,11.0,6.254196357064568,18.631296503080318
Qwen2.5-72B-instruct,2.B,27,10.0,5.522913706067508,17.43656615049135
Qwen2.5-72B-instruct,2.B,28,12.0,6.999406437019489,19.81209942671142
Qwen2.5-72B-instruct,2.B,29,13.0,7.7571674272405104,20.98035144007643
Qwen2.5-72B-instruct,2.B,30,9.0,4.807254000256514,16.226212852716312
Llama3.3-70B-instruct,2.B,1,0.0,0.0,3.6993498206985693
Llama3.3-70B-instruct,2.B,2,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,2.B,3,28.000000000000004,20.139685211186215,37.48802870992117
Llama3.3-70B-instruct,2.B,4,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,5,2.0,0.550196755016235,7.0011790728543914
Llama3.3-70B-instruct,2.B,6,9.0,4.807254000256514,16.226212852716312
Llama3.3-70B-instruct,2.B,7,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,8,7.000000000000001,3.4319261067272664,13.749514739073504
Llama3.3-70B-instruct,2.B,9,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,10,2.0,0.550196755016235,7.0011790728543914
Llama3.3-70B-instruct,2.B,11,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,2.B,12,4.0,1.5663303991547604,9.837071435887923
Llama3.3-70B-instruct,2.B,13,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,2.B,14,0.0,0.0,3.6993498206985693
Llama3.3-70B-instruct,2.B,15,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,2.B,16,6.0,2.7786123963188176,12.476815445895921
Llama3.3-70B-instruct,2.B,17,7.000000000000001,3.4319261067272664,13.749514739073504
Llama3.3-70B-instruct,2.B,18,2.0,0.550196755016235,7.0011790728543914
Llama3.3-70B-instruct,2.B,19,7.000000000000001,3.4319261067272664,13.749514739073504
Llama3.3-70B-instruct,2.B,20,2.0,0.550196755016235,7.0011790728543914
Llama3.3-70B-instruct,2.B,21,5.0,2.1543679154367967,11.175046923191914
Llama3.3-70B-instruct,2.B,22,0.0,0.0,3.6993498206985693
Llama3.3-70B-instruct,2.B,23,4.0,1.5663303991547604,9.837071435887923
Llama3.3-70B-instruct,2.B,24,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,25,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,26,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,27,1.0,0.1767432064140647,5.448619617870533
Llama3.3-70B-instruct,2.B,28,3.0,1.0254524024038911,8.451936429052763
Llama3.3-70B-instruct,2.B,29,4.0,1.5663303991547604,9.837071435887923
Llama3.3-70B-instruct,2.B,30,1.0,0.1767432064140647,5.448619617870533
Claude-3.5-Sonnet,2.C,1,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,2,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,3,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,4,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,5,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,6,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,7,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,8,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,9,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,10,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,11,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,12,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,13,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,14,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,15,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,16,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,17,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,18,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,19,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,20,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,21,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,22,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,23,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,24,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,25,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,26,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,27,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,28,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,29,0.0,0.0,0.0
Claude-3.5-Sonnet,2.C,30,0.0,0.0,0.0
gpt-4,2.C,1,0.0,0.0,3.6993498206985693
gpt-4,2.C,2,17.0,10.89356611405993,25.548004767601128
gpt-4,2.C,3,30.0,21.894885294932756,39.584854633346666
gpt-4,2.C,4,28.999999999999996,21.01483574912227,38.538891175571116
gpt-4,2.C,5,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,6,12.0,6.999406437019489,19.81209942671142
gpt-4,2.C,7,5.0,2.1543679154367967,11.175046923191914
gpt-4,2.C,8,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,9,6.0,2.7786123963188176,12.476815445895921
gpt-4,2.C,10,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,11,2.0,0.550196755016235,7.0011790728543914
gpt-4,2.C,12,2.0,0.550196755016235,7.0011790728543914
gpt-4,2.C,13,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,14,0.0,0.0,3.6993498206985693
gpt-4,2.C,15,2.0,0.550196755016235,7.0011790728543914
gpt-4,2.C,16,4.0,1.5663303991547604,9.837071435887923
gpt-4,2.C,17,4.0,1.5663303991547604,9.837071435887923
gpt-4,2.C,18,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,19,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,20,2.0,0.550196755016235,7.0011790728543914
gpt-4,2.C,21,0.0,0.0,3.6993498206985693
gpt-4,2.C,22,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,23,3.0,1.0254524024038911,8.451936429052763
gpt-4,2.C,24,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,25,5.0,2.1543679154367967,11.175046923191914
gpt-4,2.C,26,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,27,0.0,0.0,3.6993498206985693
gpt-4,2.C,28,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,29,1.0,0.1767432064140647,5.448619617870533
gpt-4,2.C,30,0.0,0.0,3.6993498206985693
gpt-4o,2.C,1,0.0,0.0,3.6993498206985693
gpt-4o,2.C,2,6.0,2.7786123963188176,12.476815445895921
gpt-4o,2.C,3,31.0,22.779697212376036,40.62605571948941
gpt-4o,2.C,4,42.0,32.798382674354734,51.79351329695703
gpt-4o,2.C,5,13.0,7.7571674272405104,20.98035144007643
gpt-4o,2.C,6,10.0,5.522913706067508,17.43656615049135
gpt-4o,2.C,7,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,8,8.0,4.109346148438061,14.998107700948735
gpt-4o,2.C,9,14.000000000000002,8.526343659939132,22.13718821096384
gpt-4o,2.C,10,4.0,1.5663303991547604,9.837071435887923
gpt-4o,2.C,11,14.000000000000002,8.526343659939132,22.13718821096384
gpt-4o,2.C,12,8.0,4.109346148438061,14.998107700948735
gpt-4o,2.C,13,15.0,9.305985283656629,23.28355959083237
gpt-4o,2.C,14,9.0,4.807254000256514,16.226212852716312
gpt-4o,2.C,15,10.0,5.522913706067508,17.43656615049135
gpt-4o,2.C,16,5.0,2.1543679154367967,11.175046923191914
gpt-4o,2.C,17,11.0,6.254196357064568,18.631296503080318
gpt-4o,2.C,18,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,19,8.0,4.109346148438061,14.998107700948735
gpt-4o,2.C,20,13.0,7.7571674272405104,20.98035144007643
gpt-4o,2.C,21,11.0,6.254196357064568,18.631296503080318
gpt-4o,2.C,22,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,23,17.0,10.89356611405993,25.548004767601128
gpt-4o,2.C,24,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,25,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,26,8.0,4.109346148438061,14.998107700948735
gpt-4o,2.C,27,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,28,7.000000000000001,3.4319261067272664,13.749514739073504
gpt-4o,2.C,29,6.0,2.7786123963188176,12.476815445895921
gpt-4o,2.C,30,5.0,2.1543679154367967,11.175046923191914
gpt-4o-mini,2.C,1,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,2,21.0,14.165654061915301,29.979968834089867
gpt-4o-mini,2.C,3,42.0,32.798382674354734,51.79351329695703
gpt-4o-mini,2.C,4,27.0,19.269584149576342,36.432116767945
gpt-4o-mini,2.C,5,4.0,1.5663303991547604,9.837071435887923
gpt-4o-mini,2.C,6,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.C,7,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.C,8,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.C,9,3.0,1.0254524024038911,8.451936429052763
gpt-4o-mini,2.C,10,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.C,11,2.0,0.550196755016235,7.0011790728543914
gpt-4o-mini,2.C,12,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,13,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,14,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.C,15,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,16,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.C,17,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,18,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,19,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,20,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,21,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,22,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,23,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,24,1.0,0.1767432064140647,5.448619617870533
gpt-4o-mini,2.C,25,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,26,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,27,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,28,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,29,0.0,0.0,3.6993498206985693
gpt-4o-mini,2.C,30,0.0,0.0,3.6993498206985693
o1,2.C,1,0.0,0.0,3.6993498206985693
o1,2.C,2,0.0,0.0,3.6993498206985693
